TIMESTAMP        scratch1-RQ      scratch1-RD      scratch1-WR      
11.000000         0.000000          0.000000          0.000000         
21.000000         0.000000          0.000000          0.000000         
31.000000         0.000000          0.000000          0.000000         
41.000000         0.000000          0.000000          0.000000         
51.000000         0.000000          0.000000          0.000000         
61.000000         0.000000          0.000000          0.000000         
72.000000         0.000000          0.000000          0.000000         
82.000000         0.000000          0.000000          0.000000         
92.000000         0.000000          0.000000          0.000000         
102.000000        0.000000          0.000000          0.000000         
112.000000        0.000000          0.000000          0.000000         
123.000000        0.000000          0.000000          0.000000         
133.000000        0.000000          0.000000          0.000000         
144.000000        0.000000          0.000000          0.000000         
154.000000        0.000000          0.000000          0.000000         
164.000000        0.000000          0.000000          0.000000         
177.000000        0.000000          0.000000          0.000000         
187.000000        0.000000          0.000000          0.000000         
198.000000        0.000000          0.000000          0.000000         
208.000000        0.000000          0.000000          0.000000         
218.000000        0.000000          0.000000          0.000000         
229.000000        0.000000          0.000000          0.000000         
239.000000        0.000000          0.000000          0.000000         
249.000000        0.000000          0.000000          0.000000         
260.000000        0.000000          0.000000          0.000000         
270.000000        0.000000          0.000000          0.000000         
280.000000        0.000000          0.000000          0.000000         
291.000000        0.000000          0.000000          0.000000         
301.000000        0.000000          0.000000          0.000000         
311.000000        0.000000          0.000000          0.000000         
322.000000        0.000000          0.000000          0.000000         
332.000000        0.000000          0.000000          0.000000         
342.000000        0.000000          0.000000          0.000000         
353.000000        0.000000          0.000000          0.000000         
363.000000        0.000000          0.000000          0.000000         
373.000000        0.000000          0.000000          0.000000         
384.000000        0.000000          0.000000          0.000000         
394.000000        0.000000          0.000000          0.000000         
404.000000        0.000000          0.000000          0.000000         
415.000000        0.000000          0.000000          0.000000         
425.000000        0.000000          0.000000          0.000000         
435.000000        0.000000          0.000000          0.000000         
446.000000        0.000000          0.000000          0.000000         
456.000000        0.000000          0.000000          0.000000         
466.000000        0.000000          0.000000          0.000000         
476.000000        0.000000          0.000000          0.000000         
487.000000        0.000000          0.000000          0.000000         
497.000000        0.000000          0.000000          0.000000         
507.000000        0.000000          0.000000          0.000000         
518.000000        0.000000          0.000000          0.000000         
528.000000        0.000000          0.000000          0.000000         
544.000000        0.000000          0.000000          0.000000         
555.000000        0.000000          0.000000          0.000000         
566.000000        0.000000          0.000000          0.000000         
576.000000        0.000000          0.000000          0.000000         
594.000000        0.000000          0.000000          0.000000         
607.000000        0.000000          0.000000          0.000000         
617.000000        0.000000          0.000000          0.000000         
628.000000        0.000000          0.000000          0.000000         
638.000000        0.000000          0.000000          0.000000         
648.000000        0.000000          0.000000          0.000000         
659.000000        0.000000          0.000000          0.000000         
669.000000        0.000000          0.000000          0.000000         
679.000000        0.000000          0.000000          0.000000         
689.000000        0.000000          0.000000          0.000000         
700.000000        0.000000          0.000000          0.000000         
710.000000        0.000000          0.000000          0.000000         
720.000000        0.000000          0.000000          0.000000         
730.000000        0.000000          0.000000          0.000000         
