TIMESTAMP        scratch3-RQ      scratch3-RD      scratch3-WR      
1714742173 0 0 0
1714742183 0 0 0
1714742193 0 0 0
1714742203 0 0 0
1714742214 0 0 0
1714742224 0 0 0
1714742234 0 0 0
1714742244 0 0 0
1714742255 0 0 0
1714742265 0 0 0
1714742275 0 0 0
1714742286 0 0 0
1714742296 0 0 0
1714742306 0 0 0
1714742316 0 0 0
1714742327 0 0 0
1714742337 0 0 0
1714742347 0 0 0
1714742358 0 0 0
1714742368 0 0 0
1714742378 0 0 0
1714742388 0 0 0
1714742399 0 0 0
1714742409 0 0 0
1714742419 0 0 0
1714742430 0 0 0
1714742440 0 0 0
1714742450 0 0 0
1714742460 0 0 0
1714742471 0 0 0
1714742481 0 0 0
1714742491 0 0 0
1714742502 0 0 0
1714742512 0 0 0
1714742522 0 0 0
1714742532 0 0 0
1714742543 0 0 0
1714742553 0 0 0
1714742563 0 0 0
1714742573 0 0 0
1714742584 0 0 0
1714742594 0 0 0
1714742604 0 0 0
1714742615 0 0 0
1714742625 0 0 0
1714742635 0 0 0
1714742645 0 0 0
1714742656 0 0 0
1714742666 0 0 0
1714742676 0 0 0
1714742687 0 0 0
1714742697 0 0 0
1714742707 0 0 0
1714742717 0 0 0
1714742728 0 0 0
1714742738 0 0 0
1714742748 0 0 0
1714742759 0 0 0
1714742769 0 0 0
1714742779 0 0 0
1714742789 0 0 0
1714742800 0 0 0
1714742810 0 0 0
1714742820 0 0 0
1714742830 0 0 0
1714742841 0 0 0
1714742851 0 0 0
1714742861 0 0 0
1714742872 0 0 0
1714742882 0 0 0
1714742892 0 0 0
1714742902 0 0 0
1714742913 0 0 0
1714742923 0 0 0
1714742933 0 0 0
1714742944 0 0 0
1714742954 0 0 0
1714742964 0 0 0
1714742974 0 0 0
1714742985 0 0 0
1714742995 0 0 0
1714743005 0 0 0
1714743016 0 0 0
1714743026 0 0 0
1714743036 0 0 0
1714743046 0 0 0
1714743057 0 0 0
1714743067 0 0 0
1714743077 0 0 0
1714743088 0 0 0
1714743098 0 0 0
1714743108 0 0 0
1714743118 0 0 0
1714743129 0 0 0
1714743139 0 0 0
1714743149 0 0 0
1714743160 0 0 0
1714743170 0 0 0
1714743180 0 0 0
1714743190 0 0 0
1714743201 0 0 0
1714743211 0 0 0
1714743221 0 0 0
1714743232 0 0 0
1714743242 0 0 0
1714743252 0 0 0
1714743262 0 0 0
1714743273 0 0 0
1714743283 0 0 0
1714743293 0 0 0
1714743303 0 0 0
1714743314 0 0 0
1714743324 0 0 0
1714743334 0 0 0
1714743345 0 0 0
1714743355 0 0 0
1714743365 0 0 0
1714743375 0 0 0
1714743386 0 0 0
1714743396 0 0 0
1714743406 0 0 0
1714743417 0 0 0
1714743427 0 0 0
1714743437 0 0 0
1714743447 0 0 0
1714743458 0 0 0
1714743468 0 0 0
1714743478 0 0 0
1714743489 0 0 0
1714743499 0 0 0
1714743509 0 0 0
1714743519 0 0 0
1714743530 0 0 0
1714743540 0 0 0
1714743550 0 0 0
1714743561 0 0 0
1714743571 0 0 0
1714743581 0 0 0
1714743591 0 0 0
1714743602 0 0 0
1714743612 0 0 0
1714743622 0 0 0
1714743633 0 0 0
1714743643 0 0 0
1714743653 0 0 0
1714743663 0 0 0
1714743674 0 0 0
1714743684 0 0 0
1714743694 0 0 0
1714743705 0 0 0
1714743715 0 0 0
1714743725 0 0 0
1714743735 0 0 0
1714743746 0 0 0
1714743756 0 0 0
1714743766 0 0 0
1714743776 0 0 0
1714743787 0 0 0
1714743797 0 0 0
1714743807 0 0 0
1714743818 0 0 0
1714743828 0 0 0
1714743838 0 0 0
1714743848 0 0 0
1714743859 0 0 0
1714743869 0 0 0
1714743879 0 0 0
1714743890 0 0 0
1714743900 0 0 0
1714743910 0 0 0
1714743920 0 0 0
1714743931 0 0 0
1714743941 0 0 0
1714743951 0 0 0
1714743962 0 0 0
1714743972 0 0 0
1714743982 0 0 0
1714743992 0 0 0
1714744003 0 0 0
1714744013 0 0 0
1714744023 0 0 0
1714744034 0 0 0
1714744044 0 0 0
1714744054 0 0 0
1714744064 0 0 0
1714744075 0 0 0
1714744085 0 0 0
1714744095 0 0 0
1714744106 0 0 0
1714744116 0 0 0
1714744126 0 0 0
1714744136 0 0 0
1714744147 0 0 0
1714744157 0 0 0
1714744167 0 0 0
1714744178 0 0 0
1714744188 0 0 0
1714744198 0 0 0
1714744208 0 0 0
1714744219 0 0 0
1714744229 0 0 0
1714744239 0 0 0
1714744250 0 0 0
1714744260 0 0 0
1714744270 0 0 0
1714744280 0 0 0
1714744291 0 0 0
1714744301 0 0 0
1714744311 0 0 0
1714744322 0 0 0
1714744332 0 0 0
1714744342 0 0 0
1714744353 0 0 0
1714744363 0 0 0
1714744373 0 0 0
1714744383 0 0 0
1714744394 0 0 0
1714744404 0 0 0
1714744414 0 0 0
1714744425 0 0 0
1714744435 0 0 0
1714744445 0 0 0
1714744455 0 0 0
1714744466 0 0 0
1714744476 0 0 0
1714744486 0 0 0
1714744497 0 0 0
1714744507 0 0 0
1714744517 0 0 0
1714744527 0 0 0
1714744538 0 0 0
1714744548 0 0 0
1714744558 0 0 0
1714744569 0 0 0
1714744579 0 0 0
1714744589 0 0 0
1714744599 0 0 0
1714744610 0 0 0
1714744620 0 0 0
1714744630 0 0 0
1714744641 0 0 0
1714744651 0 0 0
1714744661 0 0 0
1714744671 0 0 0
1714744682 0 0 0
1714744692 0 0 0
1714744702 0 0 0
1714744713 0 0 0
1714744723 0 0 0
1714744733 0 0 0
1714744743 0 0 0
1714744754 0 0 0
1714744764 0 0 0
1714744774 0 0 0
1714744785 0 0 0
1714744795 0 0 0
1714744805 0 0 0
1714744815 0 0 0
1714744826 0 0 0
1714744836 0 0 0
1714744846 0 0 0
1714744857 0 0 0
1714744867 0 0 0
1714744877 0 0 0
1714744887 0 0 0
1714744898 0 0 0
1714744908 0 0 0
1714744918 0 0 0
1714744928 0 0 0
1714744939 0 0 0
1714744949 0 0 0
1714744959 0 0 0
1714744970 0 0 0
1714744980 0 0 0
1714744990 0 0 0
1714745000 0 0 0
1714745011 0 0 0
1714745021 0 0 0
1714745031 0 0 0
1714745042 0 0 0
1714745052 0 0 0
1714745062 0 0 0
1714745072 0 0 0
1714745083 0 0 0
1714745093 0 0 0
1714745103 0 0 0
1714745114 0 0 0
1714745124 0 0 0
1714745134 0 0 0
1714745144 0 0 0
1714745155 0 0 0
1714745165 0 0 0
1714745175 0 0 0
1714745185 0 0 0
1714745196 0 0 0
1714745206 0 0 0
1714745216 0 0 0
1714745227 0 0 0
1714745237 0 0 0
1714745247 0 0 0
1714745257 0 0 0
1714745268 0 0 0
1714745278 0 0 0
1714745288 0 0 0
1714745298 0 0 0
1714745309 0 0 0
1714745319 0 0 0
1714745329 0 0 0
1714745340 0 0 0
1714745350 0 0 0
1714745360 0 0 0
1714745370 0 0 0
1714745381 0 0 0
1714745391 0 0 0
1714745401 0 0 0
1714745412 0 0 0
1714745422 0 0 0
1714745432 0 0 0
1714745443 0 0 0
1714745453 0 0 0
1714745463 0 0 0
1714745473 0 0 0
1714745484 0 0 0
1714745494 0 0 0
1714745504 0 0 0
1714745515 0 0 0
1714745525 0 0 0
1714745535 0 0 0
1714745545 0 0 0
1714745556 0 0 0
1714745566 0 0 0
1714745576 0 0 0
1714745587 0 0 0
1714745597 0 0 0
1714745607 0 0 0
1714745618 0 0 0
1714745628 0 0 0
1714745638 0 0 0
1714745648 0 0 0
1714745659 0 0 0
1714745669 0 0 0
1714745679 0 0 0
1714745690 0 0 0
1714745700 0 0 0
1714745710 0 0 0
1714745720 0 0 0
1714745731 0 0 0
1714745741 0 0 0
1714745751 0 0 0
1714745761 0 0 0
1714745772 0 0 0
1714745782 0 0 0
1714745792 0 0 0
1714745803 0 0 0
1714745813 0 0 0
1714745823 0 0 0
1714745834 0 0 0
1714745844 0 0 0
1714745854 0 0 0
1714745864 0 0 0
1714745875 0 0 0
1714745885 0 0 0
1714745895 0 0 0
1714745906 0 0 0
1714745916 0 0 0
1714745926 0 0 0
1714745936 0 0 0
1714745947 0 0 0
1714745957 0 0 0
1714745968 0 0 0
1714745978 0 0 0
1714745988 0 0 0
1714745999 0 0 0
1714746009 0 0 0
1714746019 0 0 0
1714746030 0 0 0
1714746040 0 0 0
1714746050 0 0 0
1714746061 0 0 0
1714746071 0 0 0
1714746081 0 0 0
1714746091 0 0 0
1714746102 0 0 0
1714746112 0 0 0
1714746122 0 0 0
1714746133 0 0 0
1714746143 0 0 0
1714746153 0 0 0
1714746164 0 0 0
1714746174 0 0 0
1714746184 0 0 0
1714746194 0 0 0
1714746205 0 0 0
1714746215 0 0 0
1714746225 0 0 0
1714746236 0 0 0
1714746246 0 0 0
1714746256 0 0 0
1714746266 0 0 0
1714746277 0 0 0
1714746287 0 0 0
1714746297 0 0 0
1714746308 0 0 0
1714746318 0 0 0
1714746328 0 0 0
1714746338 0 0 0
1714746349 0 0 0
1714746359 0 0 0
1714746369 0 0 0
1714746380 0 0 0
1714746390 0 0 0
1714746400 0 0 0
1714746410 0 0 0
1714746421 0 0 0
1714746431 0 0 0
1714746441 0 0 0
1714746452 0 0 0
1714746462 0 0 0
1714746472 0 0 0
1714746483 0 0 0
1714746493 0 0 0
1714746503 0 0 0
1714746513 0 0 0
1714746524 0 0 0
1714746534 0 0 0
1714746544 0 0 0
1714746555 0 0 0
1714746565 0 0 0
1714746575 0 0 0
1714746585 0 0 0
1714746596 0 0 0
1714746606 0 0 0
1714746616 0 0 0
1714746627 0 0 0
1714746637 0 0 0
1714746647 0 0 0
1714746658 0 0 0
1714746668 0 0 0
1714746678 0 0 0
1714746689 0 0 0
1714746699 0 0 0
1714746709 0 0 0
1714746719 0 0 0
1714746730 0 0 0
1714746740 0 0 0
1714746750 0 0 0
1714746760 0 0 0
1714746771 0 0 0
1714746781 0 0 0
1714746791 0 0 0
1714746802 0 0 0
1714746812 0 0 0
1714746822 0 0 0
1714746832 0 0 0
1714746843 0 0 0
1714746853 0 0 0
1714746863 0 0 0
1714746874 0 0 0
1714746884 0 0 0
1714746894 0 0 0
1714746905 0 0 0
1714746915 0 0 0
1714746925 0 0 0
1714746935 0 0 0
1714746946 0 0 0
1714746956 0 0 0
1714746966 0 0 0
1714746976 0 0 0
1714746987 0 0 0
1714746997 0 0 0
1714747007 0 0 0
1714747018 0 0 0
1714747028 0 0 0
1714747038 0 0 0
1714747048 0 0 0
1714747059 0 0 0
1714747069 0 0 0
1714747079 0 0 0
1714747090 0 0 0
1714747100 0 0 0
1714747110 0 0 0
1714747120 0 0 0
1714747131 0 0 0
1714747141 0 0 0
1714747151 0 0 0
1714747162 0 0 0
1714747172 0 0 0
1714747182 0 0 0
1714747192 0 0 0
1714747203 0 0 0
1714747213 0 0 0
1714747223 0 0 0
1714747233 0 0 0
1714747244 0 0 0
1714747254 0 0 0
1714747264 0 0 0
1714747275 0 0 0
1714747285 0 0 0
1714747295 0 0 0
1714747306 0 0 0
1714747316 0 0 0
1714747326 0 0 0
1714747336 0 0 0
1714747347 0 0 0
1714747357 0 0 0
1714747367 0 0 0
1714747378 0 0 0
1714747388 0 0 0
1714747398 0 0 0
1714747408 0 0 0
1714747419 0 0 0
1714747429 0 0 0
1714747439 0 0 0
1714747449 0 0 0
1714747460 0 0 0
1714747470 0 0 0
1714747480 0 0 0
1714747491 0 0 0
1714747501 0 0 0
1714747511 0 0 0
1714747521 0 0 0
1714747532 0 0 0
1714747542 0 0 0
1714747552 0 0 0
1714747563 0 0 0
1714747573 0 0 0
1714747583 0 0 0
1714747593 0 0 0
1714747604 0 0 0
1714747614 0 0 0
1714747624 0 0 0
1714747634 0 0 0
1714747645 0 0 0
1714747655 0 0 0
1714747665 0 0 0
1714747676 0 0 0
1714747686 0 0 0
1714747696 0 0 0
1714747706 0 0 0
1714747717 0 0 0
1714747727 0 0 0
1714747737 0 0 0
1714747747 0 0 0
1714747758 0 0 0
1714747768 0 0 0
1714747778 0 0 0
1714747788 0 0 0
1714747799 0 0 0
1714747809 0 0 0
1714747819 0 0 0
1714747830 0 0 0
1714747840 0 0 0
1714747850 0 0 0
1714747860 0 0 0
1714747871 0 0 0
1714747881 0 0 0
1714747891 0 0 0
1714747901 0 0 0
1714747912 0 0 0
1714747922 0 0 0
1714747932 0 0 0
1714747943 0 0 0
1714747953 0 0 0
1714747963 0 0 0
1714747974 0 0 0
1714747984 0 0 0
1714747994 0 0 0
1714748005 0 0 0
1714748015 0 0 0
1714748025 0 0 0
1714748035 0 0 0
1714748046 0 0 0
1714748056 0 0 0
1714748066 0 0 0
1714748076 0 0 0
1714748087 0 0 0
1714748097 0 0 0
1714748107 0 0 0
1714748118 0 0 0
1714748128 0 0 0
1714748138 0 0 0
1714748148 0 0 0
1714748159 0 0 0
1714748169 0 0 0
1714748179 0 0 0
1714748190 0 0 0
1714748200 0 0 0
1714748210 0 0 0
1714748220 0 0 0
1714748231 0 0 0
1714748241 0 0 0
1714748251 0 0 0
1714748262 0 0 0
1714748272 0 0 0
1714748282 0 0 0
1714748292 0 0 0
1714748303 0 0 0
1714748313 0 0 0
1714748323 0 0 0
1714748333 0 0 0
1714748344 0 0 0
1714748354 0 0 0
1714748364 0 0 0
1714748375 0 0 0
1714748385 0 0 0
1714748395 0 0 0
1714748405 0 0 0
1714748416 0 0 0
1714748426 0 0 0
1714748436 0 0 0
1714748446 0 0 0
1714748457 0 0 0
1714748467 0 0 0
1714748477 0 0 0
1714748487 0 0 0
1714748498 0 0 0
1714748508 0 0 0
1714748518 0 0 0
1714748529 0 0 0
1714748539 0 0 0
1714748549 0 0 0
1714748559 0 0 0
1714748570 0 0 0
1714748580 0 0 0
1714748590 0 0 0
1714748601 0 0 0
1714748611 0 0 0
1714748621 0 0 0
1714748631 0 0 0
1714748642 0 0 0
1714748652 0 0 0
1714748662 0 0 0
1714748673 0 0 0
1714748683 0 0 0
1714748693 0 0 0
1714748703 0 0 0
1714748714 0 0 0
1714748724 0 0 0
1714748734 0 0 0
1714748745 0 0 0
1714748755 0 0 0
1714748765 0 0 0
1714748775 0 0 0
1714748786 0 0 0
1714748796 0 0 0
1714748806 0 0 0
1714748817 0 0 0
1714748827 0 0 0
1714748837 0 0 0
1714748847 0 0 0
1714748858 0 0 0
1714748868 0 0 0
1714748878 0 0 0
1714748888 0 0 0
1714748899 0 0 0
1714748909 0 0 0
1714748919 0 0 0
1714748930 0 0 0
1714748940 0 0 0
1714748950 0 0 0
1714748960 0 0 0
1714748971 0 0 0
1714748981 0 0 0
1714748991 0 0 0
1714749001 0 0 0
1714749012 0 0 0
1714749022 0 0 0
1714749032 0 0 0
1714749043 0 0 0
1714749053 0 0 0
1714749063 0 0 0
1714749073 0 0 0
1714749084 0 0 0
1714749094 0 0 0
1714749104 0 0 0
1714749114 0 0 0
1714749125 0 0 0
1714749135 0 0 0
1714749145 0 0 0
1714749156 0 0 0
1714749166 0 0 0
1714749176 0 0 0
1714749186 0 0 0
1714749197 0 0 0
1714749207 0 0 0
1714749217 0 0 0
1714749227 0 0 0
1714749238 0 0 0
1714749248 0 0 0
1714749258 0 0 0
1714749268 0 0 0
1714749279 0 0 0
1714749289 0 0 0
1714749299 0 0 0
1714749310 0 0 0
1714749320 0 0 0
1714749330 0 0 0
1714749340 0 0 0
1714749351 0 0 0
1714749361 0 0 0
1714749371 0 0 0
1714749381 0 0 0
1714749392 0 0 0
1714749402 0 0 0
1714749412 0 0 0
1714749423 0 0 0
1714749433 0 0 0
1714749443 0 0 0
1714749453 0 0 0
1714749464 0 0 0
1714749474 0 0 0
1714749484 0 0 0
1714749495 0 0 0
1714749505 0 0 0
1714749515 0 0 0
1714749525 0 0 0
1714749536 0 0 0
1714749546 0 0 0
1714749556 0 0 0
1714749567 0 0 0
1714749577 0 0 0
1714749587 0 0 0
1714749597 0 0 0
1714749608 0 0 0
1714749618 0 0 0
1714749628 0 0 0
1714749638 0 0 0
1714749649 0 0 0
1714749659 0 0 0
1714749669 0 0 0
1714749680 0 0 0
1714749690 0 0 0
1714749700 0 0 0
1714749710 0 0 0
1714749721 0 0 0
1714749731 0 0 0
1714749741 0 0 0
1714749751 0 0 0
1714749762 0 0 0
1714749772 0 0 0
1714749782 0 0 0
1714749792 0 0 0
1714749803 0 0 0
1714749813 0 0 0
1714749823 0 0 0
1714749834 0 0 0
1714749844 0 0 0
1714749854 0 0 0
1714749864 0 0 0
1714749875 0 0 0
1714749885 0 0 0
1714749895 0 0 0
1714749905 0 0 0
1714749916 0 0 0
1714749926 0 0 0
1714749936 0 0 0
1714749947 0 0 0
1714749957 0 0 0
1714749967 0 0 0
1714749977 0 0 0
1714749988 0 0 0
1714749998 0 0 0
1714750008 0 0 0
1714750018 0 0 0
1714750029 0 0 0
1714750039 0 0 0
1714750049 0 0 0
1714750060 0 0 0
1714750070 0 0 0
1714750080 0 0 0
1714750090 0 0 0
1714750101 0 0 0
1714750111 0 0 0
1714750121 0 0 0
1714750132 0 0 0
1714750142 0 0 0
1714750152 0 0 0
1714750162 0 0 0
1714750173 0 0 0
1714750183 0 0 0
1714750193 0 0 0
1714750203 0 0 0
1714750214 0 0 0
1714750224 0 0 0
1714750234 0 0 0
1714750245 0 0 0
1714750255 0 0 0
1714750265 0 0 0
1714750275 0 0 0
1714750286 0 0 0
1714750296 0 0 0
1714750306 0 0 0
1714750317 0 0 0
1714750327 0 0 0
1714750337 0 0 0
1714750347 0 0 0
1714750358 0 0 0
1714750368 0 0 0
1714750378 0 0 0
1714750388 0 0 0
1714750399 0 0 0
1714750409 0 0 0
1714750419 0 0 0
1714750429 0 0 0
1714750440 0 0 0
1714750450 0 0 0
1714750460 0 0 0
1714750470 0 0 0
1714750481 0 0 0
1714750491 0 0 0
1714750501 0 0 0
1714750511 0 0 0
1714750522 0 0 0
1714750532 0 0 0
1714750542 0 0 0
1714750553 0 0 0
1714750563 0 0 0
1714750573 0 0 0
1714750583 0 0 0
1714750594 0 0 0
1714750604 0 0 0
1714750614 0 0 0
1714750624 0 0 0
1714750635 0 0 0
1714750645 0 0 0
1714750655 0 0 0
1714750665 0 0 0
1714750676 0 0 0
1714750686 0 0 0
1714750696 0 0 0
1714750707 0 0 0
1714750717 0 0 0
1714750727 0 0 0
1714750737 0 0 0
1714750748 0 0 0
1714750758 0 0 0
1714750768 0 0 0
1714750778 0 0 0
1714750789 0 0 0
1714750799 0 0 0
1714750809 0 0 0
1714750820 0 0 0
1714750830 0 0 0
1714750840 0 0 0
1714750850 0 0 0
1714750861 0 0 0
1714750871 0 0 0
1714750881 0 0 0
1714750891 0 0 0
1714750902 0 0 0
1714750912 0 0 0
1714750922 0 0 0
1714750932 0 0 0
1714750943 0 0 0
1714750953 0 0 0
1714750963 0 0 0
1714750973 0 0 0
1714750984 0 0 0
1714750994 0 0 0
1714751004 0 0 0
1714751015 0 0 0
1714751025 0 0 0
1714751035 0 0 0
1714751045 0 0 0
1714751056 0 0 0
1714751066 0 0 0
1714751076 0 0 0
1714751086 0 0 0
1714751097 0 0 0
1714751107 0 0 0
1714751117 0 0 0
1714751127 0 0 0
1714751138 0 0 0
1714751148 0 0 0
1714751158 0 0 0
1714751168 0 0 0
1714751179 0 0 0
1714751189 0 0 0
1714751199 0 0 0
1714751209 0 0 0
1714751220 0 0 0
1714751230 0 0 0
1714751240 0 0 0
1714751250 0 0 0
1714751261 0 0 0
1714751271 0 0 0
1714751281 0 0 0
1714751291 0 0 0
1714751302 0 0 0
1714751312 0 0 0
1714751322 0 0 0
1714751332 0 0 0
1714751342 0 0 0
1714751353 0 0 0
1714751363 0 0 0
1714751373 0 0 0
1714751383 0 0 0
1714751394 0 0 0
1714751404 0 0 0
1714751414 0 0 0
1714751424 0 0 0
1714751435 0 0 0
1714751445 0 0 0
1714751455 0 0 0
1714751465 0 0 0
1714751476 0 0 0
1714751486 0 0 0
1714751496 0 0 0
1714751506 0 0 0
1714751517 0 0 0
1714751527 0 0 0
1714751537 0 0 0
1714751547 0 0 0
